Date,Curve,Room,Povanance,Replicate,Unit,Obs,HHMMSS,FTime,EBal?,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,fda,Trans,Tair_K,Twall_K,R(W/m2),Tl-Ta,SVTleaf,h2o_i,h20diff,CTair,SVTair,CndTotal,vp_kPa,VpdA,CndCO2,Ci_Pa,Ci/Ca,RHsfc,C2sfc,AHs/Cs
17/02/2016,25,1,B,5,HIE4,Remark=,"""12:56:10 B-R1-05""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/02/2016,25,1,B,5,HIE4,Remark=,"""12:56:17 Launched AutoProg /User/Configs/AutoProgs/A-CiCurve""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/02/2016,25,1,B,5,HIE4,1,12:58:43,175,0,22.77768622,0.682662341,284.421096,3.558077574,0.63719704,19.56668472,6,1.420000017,1,2.840000033,18.76347733,19.56668472,18.02673912,400.0307617,351.9942627,9.389183998,16.38528442,43.43979645,75.80780029,300.1481323,1500.512695,1394.487061,100.5282593,0.300094604,-0.010083854,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.500246887,0.003558078,292.7166847,291.9134773,240.0820259,0.889370221,2.284381161,22.72377118,6.338486759,19.16508102,2.228000036,0.550368121,1.647184121,0.580815915,0.353837107,28.59235768,0.808027648,77.06339903,341.1668416,0.05145066
17/02/2016,25,1,B,5,HIE4,2,13:01:03,314.5,0,16.5508545,0.662556812,194.7466678,3.677943294,0.674551964,19.89803505,6,1.420000017,1,2.840000033,19.47179222,19.89803505,19.00009155,279.9267273,245.0423584,9.255935669,16.48643684,40.97166443,72.97768402,300.1706543,1500.781128,1311.391968,100.524147,1.346801758,-0.026698768,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.500284424,0.003677943,293.048035,292.6217922,240.1249751,0.874544412,2.331836965,23.1967844,6.710347553,19.68491364,2.301215788,0.537225076,1.657285001,0.643930786,0.345151122,19.57674267,0.794746953,76.06937068,237.1748748,0.053083746
17/02/2016,25,1,B,5,HIE4,3,13:03:23,455,0,7.195804317,0.657048131,101.0753708,3.729417903,0.688593964,19.97451401,6,1.420000017,1,2.840000033,19.4862175,19.97451401,18.99843025,138.5900879,123.2899551,9.126619339,16.45739555,40.36186981,72.78173828,300.2171631,1500.772705,1425.239502,100.5212631,1.622787476,-0.032680213,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.500361938,0.003729418,293.124514,292.6362175,240.1236274,0.839326037,2.342912153,23.30762746,6.850231907,19.73036575,2.307716595,0.533597659,1.654318189,0.653398406,0.342755923,10.16022395,0.819818376,75.64737399,119.8694144,0.045411392
17/02/2016,25,1,B,5,HIE4,4,13:05:43,594.5,0,2.822144181,0.654959818,65.32893606,3.751622486,0.694481988,19.95601082,6,1.420000017,1,2.840000033,19.4586544,19.95601082,19.00822639,80.54966736,74.35099792,8.996928215,16.37316513,39.85402298,72.52880859,300.1690369,1500.99646,682.2645264,100.5148621,1.419639587,-0.02740258,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.500281728,0.003751622,293.1060108,292.6086544,240.1594282,0.8269391,2.340228423,23.28241192,6.90924679,19.70733261,2.304420262,0.532219534,1.645746435,0.658673827,0.341846179,6.566528997,0.878655807,75.39765496,73.00948574,0.029144576
17/02/2016,25,1,B,5,HIE4,5,13:08:03,734.5,0,5.103769967,0.694400535,84.03933968,4.049003975,0.714372261,20.50662613,6,1.420000017,1,2.840000033,19.75501633,20.50662613,19.01793861,110.2990723,99.29545593,9.027852058,16.98253822,39.25892258,73.85102844,300.2186279,1499.299316,1441.406738,100.5080109,1.599990845,-0.039514244,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.50036438,0.004049004,293.6566261,292.9050163,239.8878853,0.633566992,2.421253397,24.09015338,7.107615152,20.13082123,2.365691013,0.55797228,1.706881136,0.658809877,0.35886798,8.446626866,0.84635635,75.79536202,96.86936812,0.039934409
17/02/2016,25,1,B,5,HIE4,6,13:10:24,875.5,0,10.206934,0.791389877,131.6132294,4.531104456,0.719778387,21.31851006,6,1.420000017,1,2.840000033,20.158144,21.31851006,19.02265549,180.6614532,158.8206787,9.270385742,18.16296577,39.31731796,77.03229523,300.1697693,1499.310669,1309.95813,100.5027847,1.614929199,-0.065946281,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.500282949,0.004531104,294.4685101,293.308144,239.8897017,0.325935829,2.545207026,25.32474133,7.161775553,20.73832703,2.456076924,0.618922047,1.825428639,0.630648285,0.399336485,13.22749606,0.828690763,77.39166574,153.9687911,0.051304658
17/02/2016,25,1,B,5,HIE4,7,13:12:45,1017,0,20.19257028,0.813914007,243.5811436,4.544273601,0.706122003,21.36786079,6,1.420000017,1,2.840000033,20.12389565,21.36786079,18.96744728,339.0665894,296.01828,9.460188866,18.3760891,40.20624924,78.09924316,300.1896057,1500.786621,216.5969849,100.4999237,0.836181641,-0.054729164,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.50031601,0.004544274,294.5178608,293.2738956,240.125854,0.310912723,2.552917555,25.40218401,7.026094917,20.74587822,2.457219175,0.632613625,1.846795552,0.610423623,0.408462694,24.47988635,0.822858452,78.02064765,286.4196992,0.055004506
17/02/2016,25,1,B,5,HIE4,8,13:15:06,1158,0,24.82199119,0.743096975,317.7232211,4.191631164,0.700064904,20.8884449,6,1.420000017,1,2.840000033,19.86865616,20.8884449,18.98028755,439.8972168,387.0355225,9.469177246,17.69986725,40.88497925,76.42255402,300.15271,1500.792236,1120.527344,100.4983521,0.071166992,-0.035875022,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.500254517,0.004191631,294.0384449,293.0186562,240.1267524,0.526096855,2.478872394,24.66580141,6.965934163,20.37855053,2.402190493,0.588986407,1.77880749,0.623383003,0.379428111,31.93066013,0.820914884,77.13125475,375.2363366,0.051022546
