Date,Curve,Povanance,Room,Replicate,Unit,Obs,HHMMSS,FTime,EBal?,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,fda,Trans,Tair_K,Twall_K,R(W/m2),Tl-Ta,SVTleaf,h2o_i,h20diff,CTair,SVTair,CndTotal,vp_kPa,VpdA,CndCO2,Ci_Pa,Ci/Ca,RHsfc,C2sfc,AHs/Cs
24/02/2016,88,B,4,5,FACE4,Remark=,"""09:56:04 B-R4-05""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/02/2016,88,B,4,5,FACE4,Remark=,"""10:17:00 Launched AutoProg /User/Configs/AutoProgs/A-CiCurve""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/02/2016,88,B,4,5,FACE4,1,10:20:51,2689.5,0,14.82718656,0.452824695,293.2620589,8.609954787,2.139618192,33.11589813,6,1.420000017,1,2.840000033,36.36963272,33.11589813,37.90071869,400.0154114,364.1701965,12.46230125,29.14307785,20.67851067,48.35667419,300.6706848,1500.884888,528.5079956,101.0696945,-3.557322741,-0.284980804,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.501117808,0.008609955,306.2658981,309.5196327,240.1415767,-1.155389492,5.085100167,50.31280832,21.16973047,34.74276543,5.568407802,0.39055287,2.945481976,2.622925827,0.249018211,29.6399067,0.805288466,62.20866719,357.1220622,0.02582813
24/02/2016,88,B,4,5,FACE4,2,10:23:12,2830.5,0,10.14501195,0.454313246,205.9107572,8.469914924,2.101379105,32.62186813,6,1.420000017,1,2.840000033,37.4178009,32.62186813,40.09733582,278.8843689,254.3380585,11.71570492,28.14387512,18.35716438,44.09822083,300.6374512,1498.509399,793.6262207,101.0655136,-2.596293688,-0.254615813,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.501062419,0.008469915,305.7718681,310.5678009,239.7614985,-0.858942473,4.945754299,48.93612195,20.79224683,35.01983452,5.654578314,0.391659664,2.844375194,2.81020312,0.249738181,20.81047643,0.809594751,61.90270866,249.5156057,0.025168915
24/02/2016,88,B,4,5,FACE4,3,10:25:33,2972,0,3.869276238,0.485276149,112.6861882,9.292704914,2.175038253,33.32020187,6,1.420000017,1,2.840000033,37.85300827,33.32020187,40.06309128,141.7620087,131.5999298,11.3744421,29.37439537,17.40559769,44.9498024,300.6586914,1498.872925,197.6949005,101.0634766,-1.079447985,-0.352874786,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.501097819,0.009292705,306.4702019,311.0030083,239.8196626,-1.31750076,5.143716771,50.89590172,21.52150635,35.58660507,5.834465072,0.414457087,2.968678518,2.865786554,0.264586233,11.38845794,0.856278483,62.37553034,129.7606612,0.018599486
24/02/2016,88,B,4,5,FACE4,4,10:29:05,3183.5,0,1.726371247,0.592225863,86.8186767,11.58390618,2.280855221,35.19364166,6,1.420000017,1,2.840000033,38.82551956,35.19364166,40.06599426,101.3381119,95.68121338,11.59299469,33.92521667,16.83031273,49.25147247,300.6665344,1499.620605,210.8100128,101.0566254,-0.628665209,-0.420547515,0.333333343,-0.219565243,2.737391472,1,0,0.159999996,111135,0.501110891,0.011583906,308.3436417,311.9755196,239.9392915,-2.618672144,5.709223133,56.49528779,22.57007111,37.00958061,6.30817651,0.490038104,3.428367912,2.879808598,0.314063811,8.773602486,0.907374328,65.37773817,94.86057917,0.011898119
24/02/2016,88,B,4,5,FACE4,5,10:31:46,3344,0,1.620018771,0.639152195,96.35623184,11.89157376,2.197486938,35.28059769,6,1.420000017,1,2.840000033,36.43946457,35.28059769,35.95866013,110.4824677,104.7634964,12.12490368,35.02432251,20.03812027,57.8826561,300.6647339,1500.511353,225.6905518,101.0511169,-0.589289904,-0.337123901,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.50110789,0.011891574,308.4305977,309.5894646,240.081811,-3.14839114,5.736733848,56.77061295,21.74629044,35.86003113,5.923011128,0.521734071,3.53924691,2.383764218,0.334928655,9.736904852,0.919750058,67.22735709,103.9934171,0.010472738
24/02/2016,88,B,4,5,FACE4,6,10:34:27,3505.5,0,4.6538749,0.659355181,147.1745717,11.55335875,2.082915567,34.90581131,6,1.420000017,1,2.840000033,36.19231033,34.90581131,35.94428635,179.088913,165.9750214,12.74347687,34.99243927,21.34808159,58.61990738,300.6633301,1499.728516,194.0341339,101.0521545,0.58922267,-0.350082427,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.50110555,0.011553359,308.0558113,309.3423103,239.9565571,-2.958889317,5.618976948,55.60472187,20.6122826,35.54906082,5.822397039,0.535118221,3.536061381,2.286335658,0.343759847,14.87230756,0.886727235,68.48791328,163.7627921,0.019463162
24/02/2016,88,B,4,5,FACE4,7,10:36:47,3645,0,12.4807937,0.655699331,263.0236328,10.40805875,1.890756182,33.60590363,6,1.420000017,1,2.840000033,37.58933258,33.60590363,39.84750366,339.4867554,308.1867371,12.9314127,33.01108551,20.07169342,51.23867416,300.7362976,1498.63147,194.0872345,101.0544281,-2.295390368,-0.332057983,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.501227163,0.010408059,306.7559036,310.7393326,239.7810298,-1.974699811,5.22667255,51.72136093,18.71027542,35.5976181,5.838009165,0.532707744,3.335916367,2.502092798,0.342168447,26.57970279,0.853455393,69.31012987,302.2539655,0.028619821
24/02/2016,88,B,4,5,FACE4,8,10:39:08,3786.5,0,16.45917278,0.57164659,334.3988698,9.809359865,1.995772398,33.63721466,6,1.420000017,1,2.840000033,38.02668762,33.63721466,40.07192993,440.9059753,400.2297974,13.11649323,32.06233215,19.8815937,48.59913635,300.6944885,1499.169067,194.5017548,101.0550919,-3.661753893,-0.356214553,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.501157481,0.00980936,306.7872147,311.1766876,239.8670454,-1.602778774,5.235834319,51.81168235,19.7493502,35.83195114,5.913864265,0.475862982,3.240061921,2.673802344,0.304754802,33.79270851,0.835517176,66.88037918,392.4058949,0.028052477
