"Room","Date","GPP","R_leaf","R_stem","R_root","R_leaf_se","R_stem_se","R_root_se"
1,2016-01-08,0.0149859208930924,0.00190396841763022,0.00052057464817407,0.000933831024778786,0.000521776741066152,0.000392250230004098,0.000470989076927551
1,2016-01-17,0.0196937267572476,0.00345701116389424,0.000818250451019859,0.00196216023230249,0.000521776741066152,0.000392250230004098,0.000470989076927551
1,2016-01-15,0.0143920453229106,0.00307673223417505,0.000720760661140529,0.00170067269287386,0.000521776741066152,0.000392250230004098,0.000470989076927551
1,2016-01-24,0.0177132807975933,0.0047224283773639,0.00122133831752154,0.00285843586909532,0.000521776741066152,0.000392250230004098,0.000470989076927551
1,2016-01-22,0.0113919038887689,0.00428728534400285,0.00107898559617093,0.00255212598705033,0.000521776741066152,0.000392250230004098,0.000470989076927551
1,2016-01-11,0.0191312382138732,0.00243205651486671,0.000599803377128697,0.00128171475752929,0.000521776741066152,0.000392250230004098,0.000470989076927551
1,2016-01-09,0.0120152484219798,0.00210728066935226,0.000550144747601459,0.00106188514271463,0.000521776741066152,0.000392250230004098,0.000470989076927551
1,2016-01-18,0.0243338053107266,0.00370330352395116,0.000886404580004788,0.00212975039723873,0.000521776741066152,0.000392250230004098,0.000470989076927551
1,2016-01-16,0.0161024677170152,0.00325136780938121,0.000764817848646952,0.00182329844046471,0.000521776741066152,0.000392250230004098,0.000470989076927551
1,2016-01-25,0.0175176961268697,0.00492482887441599,0.00130061444469023,0.00303152948880588,0.000521776741066152,0.000392250230004098,0.000470989076927551
1,2016-01-23,0.026859423404804,0.00452035938740861,0.00116275894416125,0.00273502528048117,0.000521776741066152,0.000392250230004098,0.000470989076927551
1,2016-01-12,0.0154714632386507,0.00260172137800543,0.000625052133827756,0.0013836708709907,0.000521776741066152,0.000392250230004098,0.000470989076927551
1,2016-01-10,0.0162704362041366,0.0021796852053996,0.000548602335296612,0.0011209388717939,0.000521776741066152,0.000392250230004098,0.000470989076927551
1,2016-01-19,0.0258297789508108,0.00387445165773674,0.000937785138512315,0.00225013235248324,0.000521776741066152,0.000392250230004098,0.000470989076927551
1,2016-01-28,0.0406581672996413,0.00567802118351415,0.00157065409539948,0.00364515628724901,0.000521776741066152,0.000392250230004098,0.000470989076927551
1,2016-01-26,0.0303823662743932,0.00519412403000238,0.0014010221735354,0.00325612875319199,0.000521776741066152,0.000392250230004098,0.000470989076927551
1,2016-02-04,0.0422011325701381,0.00791434535160418,0.00243274549308579,0.00551006406122065,0.000521776741066152,0.000392250230004098,0.000470989076927551
1,2016-01-13,0.0192976891655773,0.00281660605107686,0.000669035781422696,0.00152239590790053,0.000521776741066152,0.000392250230004098,0.000470989076927551
1,2016-02-11,0.121836529213692,0.0127869411489303,0.00463536738078397,0.00898725945559241,0.000521776741066152,0.000392250230004098,0.000470989076927551
1,2016-01-20,0.0258297789508108,0.00387445165773674,0.000937785138512315,0.00225013235248324,0.000521776741066152,0.000392250230004098,0.000470989076927551
1,2016-01-29,0.0354295273070046,0.00588483469298593,0.00164696463081378,0.00382758697575773,0.000521776741066152,0.000392250230004098,0.000470989076927551
1,2016-01-27,0.0231271538530738,0.00530777635992914,0.00144906259699677,0.00336277500537687,0.000521776741066152,0.000392250230004098,0.000470989076927551
1,2016-02-05,0.056427534356383,0.00834462898247279,0.00262789228469873,0.0058621991817279,0.000521776741066152,0.000392250230004098,0.000470989076927551
1,2016-01-14,0.0162945054879911,0.0029899750139701,0.000703347617618829,0.0016344011500863,0.000521776741066152,0.000392250230004098,0.000470989076927551
1,2016-02-12,0.154234150800683,0.0139688157402474,0.00520610248927452,0.00981639641041501,0.000521776741066152,0.000392250230004098,0.000470989076927551
1,2016-01-21,0.0258297789508108,0.00387445165773674,0.000937785138512315,0.00225013235248324,0.000521776741066152,0.000392250230004098,0.000470989076927551
1,2016-01-30,0.040389296280399,0.00614981799146609,0.00175161197422338,0.00407660747376305,0.000521776741066152,0.000392250230004098,0.000470989076927551
1,2016-02-08,0.109786102906926,0.010596046745262,0.00360059710043561,0.00754594405769229,0.000521776741066152,0.000392250230004098,0.000470989076927551
1,2016-02-06,0.0632901753855205,0.00900744274712371,0.00290791538309033,0.00636923892697043,0.000521776741066152,0.000392250230004098,0.000470989076927551
1,2016-02-15,0.194562577250584,0.0173644503152326,0.00677669781528688,0.0116735055197888,0.000521776741066152,0.000392250230004098,0.000470989076927551
1,2016-02-13,0.169308165338881,0.0151833016506984,0.0057516770738216,0.0105366322923041,0.000521776741066152,0.000392250230004098,0.000470989076927551
1,2016-02-02,0.0616701008785595,0.00710343020616204,0.00211802095059863,0.00489519065878016,0.000521776741066152,0.000392250230004098,0.000470989076927551
1,2016-01-31,0.0503092072012512,0.00646008523353342,0.00186570110583252,0.00434284386078603,0.000521776741066152,0.000392250230004098,0.000470989076927551
1,2016-02-09,0.0983938370518396,0.0112988600335403,0.00392645543677057,0.0080271014846579,0.000521776741066152,0.000392250230004098,0.000470989076927551
1,2016-02-07,0.0831173792779906,0.00973859719549218,0.00322448473912746,0.00691604250856323,0.000521776741066152,0.000392250230004098,0.000470989076927551
1,2016-02-16,0.189610639367942,0.0184323472382263,0.0072247659868805,0.0120375462249649,0.000521776741066152,0.000392250230004098,0.000470989076927551
1,2016-02-14,0.168587151034452,0.0162646951678459,0.00626082684167521,0.0111299739553688,0.000521776741066152,0.000392250230004098,0.000470989076927551
1,2016-02-03,0.0601167459084963,0.00761668422119885,0.00229781839447931,0.0052664633666483,0.000521776741066152,0.000392250230004098,0.000470989076927551
1,2016-02-01,0.0396899097889055,0.00669574039744078,0.00196016436609221,0.00455320392096326,0.000521776741066152,0.000392250230004098,0.000470989076927551
1,2016-02-10,0.134837967529375,0.0123619261294846,0.00440494132594099,0.00877399112827898,0.000521776741066152,0.000392250230004098,0.000470989076927551
1,2016-02-19,0.251008457446391,0.0219629894672207,0.0089429448245692,0.0132760703079874,0.000521776741066152,0.000392250230004098,0.000470989076927551
1,2016-02-17,0.209524320493967,0.0193912154143531,0.0077221756732533,0.0124166561332164,0.000521776741066152,0.000392250230004098,0.000470989076927551
1,2016-02-20,0.1660072923583,0.0227493424264156,0.00925153727701992,0.0131479967674882,0.000521776741066152,0.000392250230004098,0.000470989076927551
1,2016-02-18,0.232455921954823,0.0206092834667078,0.00831694589988225,0.0128696785673755,0.000521776741066152,0.000392250230004098,0.000470989076927551
1,2016-02-21,0.21965376505708,0.0239811620017553,0.00985185013086432,0.0133959276983828,0.000521776741066152,0.000392250230004098,0.000470989076927551
1,2016-02-22,0.289861271204828,0.0254301275706206,0.0106081289242376,0.0138185939331567,0.000521776741066152,0.000392250230004098,0.000470989076927551
1,2016-02-23,0.313007962788969,0.0267995840647938,0.0113191068922544,0.0141729829383151,0.000521776741066152,0.000392250230004098,0.000470989076927551
2,2016-01-15,0.0228844841114694,0.00245624602912063,0.00101697605783801,0.00147361770209855,0.000315929978081694,0.000331535313675162,0.000257058984990967
