"Date","Room","Height","D","Stemmass","Rootmass","Leafmass","Leafarea"
2016-01-18,1,18.5,1.365,0.0879504464740892,0.185123311549236,0.37428670438594,58.8033173101055
2016-01-18,1,15.7,1.275,0.0615313840516834,0.156215630609353,0.278917092736119,43.2383115538706
2016-01-18,1,15,1.055,0.0479154114098153,0.119963740555569,0.233181905251058,32.814963238188
2016-01-18,1,19.8,1.265,0.0929720128264021,0.173915876836158,0.398278075644038,59.4374502061404
2016-01-18,1,18.7,1.345,0.0885142634128581,0.182669991296868,0.377401337942792,58.7249867405794
2016-01-18,1,13.5,1.165,0.0432331157273612,0.129035313376673,0.209486523381247,31.600731921497
2016-01-18,1,13.6,1.165,0.0438141639000818,0.1295178682488,0.211904049968156,31.9311248198933
2016-01-18,1,13.2,0.825,0.0305873365899967,0.082241592515723,0.166103713700174,20.8227506531249
2016-01-18,1,12.4,0.965,0.0313806055991522,0.0972674330913713,0.164833773709876,22.7147804161625
2016-01-18,1,18.3,1.26,0.0803411527604318,0.166282286951414,0.351568431889887,52.9566228176305
2016-01-18,1,13.8,1.06,0.0413795360532771,0.115703636491977,0.205384224969567,29.3312727679339
2016-01-18,1,15,1.13,0.0509175881053468,0.130917383616759,0.242510540821813,35.4312933762711
2016-01-18,1,13.2,0.98,0.0356210311503946,0.102381947106168,0.183268196019238,25.2381321961611
2016-01-18,1,13.8,1.355,0.0514214205173741,0.158130526787363,0.236305123185607,38.5867782519735
2016-01-18,1,17.8,1.67,0.0980474808349007,0.234649932385457,0.395535275540438,69.7626200824059
2016-01-18,1,14.7,1.16,0.0502418572185132,0.133979298722631,0.238555319827846,35.459488242117
2016-01-18,1,16.2,1.385,0.0700694768581023,0.176334183755129,0.307023211126403,49.5679585309414
2016-01-18,1,15.7,1.065,0.0524727066280108,0.124245743730103,0.251670306905956,35.3642764703466
2016-01-18,1,11.5,0.96,0.0272564055395661,0.0930134782090083,0.146177467025769,20.3081372873745
2016-01-18,1,16,1.24,0.0621255212372117,0.152230652659511,0.282716407078315,43.0478224527222
2016-01-18,1,13.5,0.845,0.0325388460857734,0.0857557421878791,0.174379386763801,22.0756018209334
2016-01-18,1,14.5,1.145,0.0484508851526132,0.130869065236851,0.231798633857532,34.2794773880346
2016-01-18,1,14.7,1.025,0.045031571094367,0.114464886090793,0.222278607058225,30.8824978631921
2016-01-18,1,11.8,0.81,0.0245701591741704,0.0759145717314977,0.138077939531631,17.4186432177165
2016-01-18,1,11.2,0.685,0.0192750165849164,0.0597374097214012,0.115693634906942,13.4203357163179
2016-01-18,1,18,1.05,0.0663568620866287,0.130759612691056,0.308761321463501,42.2045546651758
2016-01-18,1,15.4,1.32,0.0612730039931132,0.161678407898759,0.276090867055705,43.740731490961
2016-01-18,1,10.8,0.95,0.0241049659671404,0.0889129867795162,0.131788880553917,18.3718330782978
2016-01-18,1,13.5,0.875,0.0335590272075968,0.0896479003500641,0.177889032474402,22.9528347026178
2016-01-18,1,12.3,0.8,0.0261961329518638,0.0763091975118412,0.146239298434014,18.2132956429269
2016-01-18,1,13.2,1.035,0.0373844436188363,0.10974754963313,0.189074099099128,26.8253641189078
2016-01-18,1,8,0.71,0.0108250432389252,0.0527404677031005,0.0699857870329351,8.69382260605584
2016-01-18,1,9.3,0.665,0.0134140561274077,0.0523647345848862,0.0851994567160478,9.99096102206075
2016-01-18,1,19.5,1.275,0.0910717627452913,0.174315655624795,0.39068862815739,58.6860992521533
2016-01-18,1,18.7,1.545,0.10006654287195,0.217904896226378,0.408499514403827,68.5602136200194
2016-01-18,1,8.1,0.885,0.0134542453998183,0.0702444020846436,0.0809189628145563,11.315986995861
2016-01-28,1,17.5,1.94,0.108561485142334,0.281510193409091,0.419645988202936,80.5226919411235
2016-01-28,1,16.6,1.67,0.0864177946736509,0.226510932427939,0.354860773022266,63.2271374195634
2016-01-28,1,19.3,1.62,0.110488452282442,0.235177740662471,0.440833294399849,75.5782431930782
2016-01-28,1,18.6,1.995,0.124254334961392,0.300837372158464,0.468791172831032,90.529770388091
2016-01-28,1,16,1.645,0.0797782879187883,0.218106405855017,0.332245495087,59.0274818085564
2016-01-28,1,18.8,1.74,0.112242519417778,0.25416463323396,0.440836000148479,78.8852769303372
2016-01-28,1,12.7,1.355,0.0442471104981022,0.151624504193944,0.207675481566172,34.3239052512737
2016-01-28,1,15,1.135,0.0511169014511562,0.131654840200579,0.24312286006192,35.6064541840937
2016-01-28,1,21,1.475,0.118468258803469,0.217835049389068,0.476446892854294,76.6617108851312
2016-01-28,1,20,1.945,0.138538506718004,0.302167503756135,0.517230506241053,97.4756834472217
2016-01-28,1,18,1.89,0.111627953545707,0.276219560783475,0.431944011013162,81.3755783965924
2016-01-28,1,17.7,1.64,0.0955089342069933,0.228647601769945,0.388047199272589,67.8236199324786
2016-01-28,1,21.7,1.77,0.147716458566754,0.279300614506974,0.556391961245882,98.421934530348
2016-01-28,1,21.5,1.98,0.160413659601238,0.320618275327092,0.584709668356571,110.106415016655
2016-01-28,1,16.6,2.02,0.102264679604063,0.288552453207412,0.395600428510476,78.1997212602101
2016-01-28,1,16.8,1.505,0.0805439333171556,0.199635510046727,0.340673982383496,57.2490743834962
2016-01-28,1,13.7,1.25,0.0472534457289767,0.142184012125459,0.22312832202121,34.9027842738485
2016-01-28,1,15.5,1.37,0.0640681338698585,0.170065798559946,0.284868807253986,46.0132718171887
2016-01-28,1,21,1.71,0.135025352595127,0.262914184751445,0.518425186171929,90.4259986011358
2016-01-28,1,18.3,1.585,0.0984293660999706,0.222659301285261,0.400804109696277,68.4285391769782
2016-01-28,1,17.2,1.635,0.090439528209383,0.224483845425819,0.370491829300772,64.9173796647446
2016-01-28,1,14.8,1.53,0.0649807753245824,0.191204801979911,0.282384505399186,48.7731295093269
2016-01-28,1,17,2.1,0.110498933314422,0.306842771066475,0.419728615745995,84.4539450720563
2016-01-28,1,22,2.43,0.200449609503485,0.420917546815364,0.681183071556523,142.964822591724
2016-01-28,1,18,1.665,0.0997842804740385,0.235081216801415,0.401777688285103,70.6328863226742
2016-01-28,1,18.3,2.405,0.142352477458774,0.378472752183879,0.50858477400289,109.020167388401
2016-01-28,1,16.8,1.51,0.0807806728684735,0.200479726563593,0.341319979484914,57.4615614054084
2016-01-28,1,13.8,1.14,0.0441313410046362,0.126925856066725,0.214099447627908,31.8145953638613
2016-01-28,1,19.2,1.84,0.122510244837056,0.275814039060145,0.470277490058384,86.494697388493
2016-01-28,1,15.6,1.4,0.0660722168728264,0.17538749251358,0.291313373925335,47.5693464144928
2016-01-28,1,17.1,1.35,0.0755386134869908,0.175416351517219,0.329100936976598,51.9848857245542
2016-01-28,1,17.2,1.445,0.0810744893827683,0.191834545727368,0.345251278905659,56.5503117659073
2016-01-28,1,14.5,1.42,0.0586169757923405,0.172097420172933,0.26212333465636,43.596623167395
2016-01-28,1,12.4,1.135,0.036225798562039,0.11957046695602,0.180840575003772,27.2283067910941
2016-01-28,1,21.6,1.445,0.122415626232731,0.2152591410086,0.491970079736966,77.9565592143486
2016-01-28,1,19.5,1.605,0.11164551020514,0.233625763491863,0.445582286430934,75.891681172822
2016-01-28,1,13.4,1.53,0.0542894496319369,0.181832177381819,0.241959657555246,42.39929231876
2016-01-28,1,16.2,1.305,0.0664758758994957,0.163478808002378,0.296764905212933,46.380886496318
2016-01-28,1,13.7,1.345,0.0504177805223548,0.156072079957811,0.232661747323232,37.8785899761202
2016-01-28,1,15.5,1.545,0.071259068405254,0.198171238439398,0.305115737990957,52.6257638889052
2016-01-28,1,11.5,1.415,0.0384201291327679,0.152373003179366,0.182437664239271,31.3231201386106
2016-01-28,1,10.5,1.36,0.0314668743682178,0.138362868307031,0.154829856462085,26.3604650882771
2016-01-28,1,23,1.655,0.154639794457262,0.264078266715023,0.586141054291215,99.1093335966434
2016-01-28,1,19.8,2.18,0.150490547299257,0.347588521730687,0.543490649938916,109.163305387484
2016-01-28,1,10.1,1.45,0.0310431414167066,0.147195567610605,0.151190545151456,26.8080555961543
2016-02-08,1,23,2.86,0.250923851139569,0.529649095613735,0.801114154820699,182.588638332286
2016-02-08,1,21.7,2.44,0.196244132178336,0.420194407415138,0.668361944761752,140.869726157439
2016-02-08,1,24,2.62,0.250781129814922,0.484069170111981,0.814122620848466,175.794467161989
2016-02-08,1,21.5,3.11,0.239201162535583,0.569479832670596,0.756736020710314,182.325498316502
2016-02-08,1,21.8,3.235,0.253976516779406,0.602970436796877,0.790816793036607,194.287415688954
2016-02-08,1,22.6,2.91,0.246842084053561,0.536674481082794,0.787312944299336,181.61137046965
2016-02-08,1,15.7,2.58,0.114807109079183,0.382987630903093,0.417173187135892,95.0139819739721
2016-02-08,1,25.9,3.045,0.328792267306944,0.609124155287651,0.998673472866507,231.505273408586
2016-02-08,1,23.6,3.005,0.274650070397401,0.571441560424976,0.857730389722696,200.090689308646
2016-02-08,1,21.5,2.835,0.220386190256939,0.506200939307823,0.717759747315377,164.413151580185
2016-02-08,1,21.4,2.475,0.193790770814632,0.424875724091005,0.659393583267722,140.347899155087
2016-02-08,1,25.7,2.725,0.29387425369237,0.526807771742724,0.926076529708905,202.280703689689
2016-02-08,1,28.3,2.96,0.376411192903094,0.614508913369859,1.12781401865587,254.136517271081
2016-02-08,1,23,2.855,0.250535631882127,0.528471286001577,0.80031389988695,182.232122008269
2016-02-08,1,20.9,2.73,0.202509118891339,0.475611553633026,0.672211876031866,151.462499272686
2016-02-08,1,17.4,2.33,0.126348480971408,0.354365455714466,0.461798774466648,98.0102177199767
2016-02-08,1,21.8,2.39,0.194290659338237,0.410222856060991,0.665242862493292,138.544066572712
2016-02-08,1,23.1,2.565,0.2296751776477,0.462156435815736,0.75791325866877,162.674584036046
2016-02-08,1,21.6,2.605,0.206212283850973,0.455608169924271,0.688849651630286,150.568067022271
2016-02-08,1,22.3,2.555,0.214744875650843,0.451739973400214,0.715899242056471,154.117558292328
2016-02-08,1,17.3,2.295,0.123374485810963,0.346594981243722,0.453739493885565,95.5875730123921
2016-02-08,1,20.3,3.24,0.223553064424853,0.582760476555361,0.708473222101622,176.019422636098
2016-02-08,1,27.7,3.345,0.403476677339521,0.710207526819384,1.16976812096815,282.662141578372
2016-02-08,1,24.2,2.75,0.265720460067223,0.51699743171844,0.847824301962465,187.748411651153
2016-02-08,1,21.5,3.18,0.243959223881606,0.585837596739322,0.766418139791572,186.915351884655
2016-02-08,1,18.2,2.275,0.13418521510121,0.351662412367052,0.488516281389376,101.670789026106
2016-02-08,1,23.2,2.915,0.259217414677073,0.545023355444385,0.820853220543816,188.804905574547
2016-02-08,1,17.5,2.65,0.143063363920309,0.418618516543991,0.501470060572046,114.079324752911
2016-02-08,1,20.9,2.19,0.166626692542505,0.359311079213364,0.592699298883928,118.41023727167
2016-02-08,1,21.2,2.385,0.184383168960549,0.403396631605199,0.636233111310498,132.889337334275
2016-02-08,1,19.2,2.13,0.139449625236259,0.332265632591439,0.511280130583541,101.85605267066
2016-02-08,1,25.8,2.745,0.297867260332911,0.532777423171038,0.935584531036248,205.058961151183
2016-02-08,1,24.2,2.815,0.271270639104815,0.532594492411187,0.859212934319802,192.712036449153
2016-02-08,1,17.3,2.345,0.125750010438002,0.356230507510223,0.459359649869891,97.9166532431026
2016-02-08,1,19.9,1.73,0.123769964137197,0.259669432458935,0.480000898655546,84.9187370154598
2016-02-08,1,15.8,2.34,0.10652077285643,0.339335577644468,0.398458951555032,85.9625525750394
2016-02-08,1,20.2,2.605,0.182670861309772,0.440425036736831,0.620694257599258,136.999263739253
2016-02-08,1,15.4,2.23,0.097450738878358,0.315059039275992,0.372499440402194,78.5701114782718
2016-02-08,1,12.1,1.99,0.0569590991185213,0.241268981836001,0.23990738415325,49.2509635181256
2016-02-08,1,29.9,2.93,0.412054297513932,0.623706070665148,1.22136428409545,271.510584509005
2016-02-08,1,20.6,2.935,0.210335032379639,0.517707324173642,0.685022161706762,160.908837755261
2016-02-08,1,15,2.05,0.0862513966333767,0.279323590325988,0.340783716610935,68.9164287220256
2016-02-18,1,28,3.1,0.384635662604967,0.648219462499875,1.13895070487458,263.610052211567
2016-02-18,1,25.5,4.055,0.411885712087934,0.870090479188189,1.14807420785784,311.882481218002
2016-02-18,1,36.4,3.85,0.748921472304691,0.975155891808755,1.93822539426838,486.017400606986
2016-02-18,1,33.2,3.46,0.576897770629615,0.812543355227755,1.58044001637327,378.895848826659
2016-02-18,1,24,3.235,0.302222319867126,0.633016282950687,0.918319429276079,222.479796311824
2016-02-18,1,31.5,3.84,0.575241544233338,0.903396545889363,1.54573682238547,395.273456231603
2016-02-23,1,31.5,3.785,0.567944803129757,0.886966244206208,1.53305227602553,388.955018397637
2016-02-23,1,29,3.15,0.41568762865496,0.673396971442515,1.21385874191338,281.969247898691
2016-02-23,1,34.5,2.825,0.516836606120375,0.640101151385926,1.49422712426631,318.91134937063
2016-02-23,1,32,3.76,0.580940545311381,0.886552906810364,1.56511644157011,394.751343605205
2016-02-23,1,40,3.465,0.809168354597437,0.894485720422718,2.11324070714938,493.475297911709
2016-02-23,1,35,3.975,0.717633274666222,0.995666017912176,1.85715279231805,476.591224268598
2016-02-23,1,41,4.23,1.00948997940468,1.16741419209042,2.46097125556902,638.485305694898
2016-02-23,1,44.5,4.13,1.14620912980845,1.18031873048217,2.75729763038409,697.723559065011
2016-02-23,1,23.9,2.975,0.278514382604944,0.567809279045065,0.86974325789662,201.414635293203
2016-02-29,1,46.5,4.33,1.29412440086606,1.2816997514397,3.033185046454,782.585687737712
2016-02-29,1,39.7,5.64,1.22841487534626,1.65617315806763,2.75874792230124,841.364280221956
2016-02-29,1,32.4,4.75,0.730654690418542,1.20109733913509,1.82352538781,521.563340430598
2016-02-29,1,41,4.155,0.993635343864189,1.14114310753525,2.43595303177479,625.853514604054
2016-02-29,1,38.2,4.765,0.986956940962435,1.31066936315966,2.35986171518538,660.129226537539
2016-02-29,1,37,4.91,0.956627636337395,1.33981731428218,2.28439461754241,652.581815065388
2016-02-29,1,47.5,4.73,1.45427998364641,1.44971285248843,3.29748995639053,890.055700205445
2016-02-29,1,41,5.11,1.19325687358744,1.4847565768526,2.74150259937331,788.557516404549
2016-02-29,1,46.3,4.455,1.31682097492483,1.32606485548253,3.06230235666122,802.970128549385
2016-02-29,1,39,4.945,1.05884119695589,1.38846207331528,2.4893099953909,708.437942820885
2016-02-29,1,40.1,4.975,1.11945628843501,1.41901114433863,2.60831632395573,741.754474566546
2016-02-29,1,41,4.75,1.11855901552352,1.35297236078353,2.6294620957575,726.765941371307
2016-02-29,1,36,4.28,0.806204129660019,1.10955961604086,2.02398591708934,538.580800184336
2016-02-29,1,44.4,5.29,1.42110664620812,1.61541278784963,3.16496437022719,917.03994487223
2016-02-29,1,35.5,4.335,0.794994405875123,1.11978259459542,1.99494574776867,535.654145621694
2016-02-29,1,41.5,5.01,1.19856516126404,1.4567919452127,2.76229927819326,784.630412356766
2016-02-29,1,42.5,3.705,0.95808484398043,1.00437221988248,2.4126605461299,579.240303930335
2016-02-29,1,46,4.945,1.42732057558513,1.50936845794949,3.21768481430136,894.006526088149
2016-02-29,1,23,3.26,0.281740390752871,0.625633432463453,0.863309344071438,211.337186196717
2016-02-29,1,46.5,4.08,1.22778244838136,1.18829951052482,2.93188426210012,732.289472393858
2016-02-29,1,51,4.09,1.45422941944501,1.24901937813913,3.38942494349383,836.38918835251
2016-02-29,1,29.5,2.875,0.395449540692462,0.604715214946709,1.1831795127662,260.826004625134
2016-02-29,1,49.5,3.535,1.21097846651954,1.02195693063694,2.97710572909832,681.386881014498
2016-02-29,1,37.5,4.345,0.87964664987127,1.15463837723726,2.17525440885368,580.160550267324
2016-01-08,2,14.4,1.015,0.0430282928612559,0.0829668831415403,0.127469604354661,31.5285439837795
2016-01-08,2,15.3,1.055,0.0493159002849436,0.0903649292055219,0.14072522481036,35.062898234326
2016-01-08,2,15,1.025,0.0464775978070109,0.0859420572767056,0.132786299072778,33.0780535554967
2016-01-08,2,15.3,1.02,0.0478285018718529,0.0862728538078392,0.133386531382674,33.3857882509047
2016-01-08,2,11,0.965,0.0262050000031226,0.0670509327690417,0.0995605062440053,23.4515956384557
2016-01-08,2,13.2,1.065,0.0388656692634744,0.0846138514790157,0.130358360521892,31.4641067589004
2016-01-08,2,12.4,0.925,0.0308059973813534,0.0674360252025167,0.10026419837985,24.3476856604687
2016-01-08,2,11.2,0.975,0.0272599081346336,0.0686636616409573,0.102339771147278,24.1625861323441
2016-01-08,2,10.2,0.855,0.0206955613275629,0.0545412078964482,0.0784015758726456,18.4805650690958
2016-01-08,2,15.2,1.125,0.0517075203012561,0.0983566709696886,0.155202001417283,38.2848006589758
2016-01-08,2,10.1,0.73,0.0176367456641654,0.0436674651558909,0.0606323395389417,14.5699343881277
2016-01-08,2,14.3,0.97,0.0408150184114465,0.0776675996797397,0.11810464621676,29.3489089166261
2016-01-08,2,15,0.955,0.0435871064264266,0.0779846998428202,0.118682204494285,29.8476821598586
2016-01-08,2,11,0.79,0.0218525949299291,0.0509380646186295,0.0724663132715343,17.5358859169278
2016-01-08,2,13,0.69,0.0255493961454059,0.0462370402252866,0.0648323656729594,16.5383108377788
2016-01-08,2,12.4,0.97,0.0321633708235815,0.0719827512014314,0.108117317035644,26.0872327560668
2016-01-08,2,15.4,0.885,0.042505706858226,0.0712350005518494,0.106902378158332,27.3103538114163
2016-01-08,2,14.2,1.055,0.0435353099375172,0.0868406893921188,0.134366182844495,32.9663591496633
2016-01-08,2,12.5,0.83,0.0282972084861308,0.0583589256969907,0.0848390865306444,20.939601368507
2016-01-08,2,16.5,0.955,0.0511122405508479,0.0820501013387346,0.125903824893028,32.2935760992654
2016-01-08,2,14.8,0.99,0.0440358360197588,0.0813527820579802,0.124619976380674,31.103013755749
2016-01-08,2,13.5,1.075,0.0406966890288468,0.0867401712470179,0.134162419944642,32.4920513983193
2016-01-08,2,8.9,1.02,0.0193419290011299,0.064627350242846,0.0953416732143711,21.3361677588583
2016-01-08,2,15.6,0.935,0.0456538148682374,0.0773509802331062,0.117584618813693,29.8973724058937
2016-01-08,2,10.3,0.65,0.0164017662256129,0.037623409054438,0.0510456596509803,12.5101402527175
2016-01-08,2,13,1.06,0.0377251828128071,0.0833871212644857,0.128169647381729,30.8579494000221
2016-01-08,2,14.4,0.995,0.0422579786158641,0.0807296699970446,0.123505486875617,30.6300576466906
2016-01-08,2,13.1,0.97,0.0352544615569393,0.0741215609411212,0.111860349751909,27.2983584751497
2016-01-08,2,16.1,0.99,0.0506879463769179,0.0850878710586681,0.131295089086813,33.3440132856495
2016-01-08,2,15.4,0.86,0.0414143471836068,0.068485679111511,0.102148423939099,26.1967888410809
2016-01-08,2,9.4,0.92,0.0192969403715608,0.0577458234047258,0.0837252505683615,19.2145954713122
2016-01-08,2,9.7,0.715,0.0161773870301723,0.0415351486449099,0.0572155373783709,13.6727520637638
2016-01-08,2,13.7,0.985,0.0385268215986117,0.0775297826293904,0.117844576101034,28.9661406967497
2016-01-08,2,13,1.055,0.0375636195915966,0.0828473291390867,0.127211239146631,30.6467177330135
2016-01-08,2,13.7,1.045,0.0406512130114991,0.0840894641913909,0.129442161352429,31.5643941370646
2016-01-08,2,8.8,0.755,0.0144445163320335,0.0424952367579064,0.0587265122495789,13.6538180502917
2016-01-08,2,15,0.835,0.0385853614575129,0.0648496804600018,0.0958980246948615,24.5578577827063
2016-01-08,2,11.2,0.885,0.0249657389812468,0.0601109119012961,0.0877553478934687,20.9912648526071
2016-01-08,2,13.7,0.78,0.0311726172672318,0.0562691160325256,0.0813642199500674,20.6379299123156
2016-01-08,2,13.7,0.76,0.0304462113871478,0.0542968937554998,0.0780773874724834,19.8736480721859
2016-01-08,2,16.5,0.985,0.0525676068297139,0.0856110680929728,0.132240078064846,33.7777553674213
2016-01-08,2,13.4,0.835,0.0319570401520147,0.0610645668440351,0.0894231703087469,22.3722523492367
2016-01-08,2,14.3,0.965,0.0406240005064139,0.0771182283761212,0.117139683633589,29.1293885086006
2016-01-08,2,14.5,1.025,0.0439178647450101,0.0844025585691614,0.130025477163228,32.1642285648992
2016-01-08,2,10.5,0.85,0.0216073454368789,0.0549462810803233,0.0790830473461277,18.7680019220517
2016-01-18,2,16.3,1.37,0.0694912699450597,0.133818199024802,0.221584468645915,54.0021472204503
2016-01-18,2,18.4,1.26,0.0788640890818394,0.127247043072746,0.209147568320066,52.8561129322943
2016-01-18,2,17.5,1.22,0.0704316116378735,0.118519733570143,0.19262524328712,48.3885955959584
2016-01-18,2,18,1.12,0.0683119872367526,0.106978731445734,0.171133211581956,43.741657439337
2016-01-18,2,12.4,0.995,0.032914942153597,0.0745432103727696,0.112574199899287,27.0696665491182
2016-01-18,2,15.6,1.355,0.0639346131117549,0.128760850022328,0.211901890093474,51.2521377210056
2016-01-18,2,15,1.035,0.0468890101343389,0.0870958227491757,0.134848705498127,33.5479094836905
2016-01-18,2,13.7,1.055,0.0410041672717193,0.0851967147154214,0.131414042015762,32.0041499048639
2016-01-18,2,11.9,1.04,0.031986160657813,0.0774932798149976,0.117721694655915,27.9009905410397
2016-01-18,2,16.5,1.17,0.06145680934015,0.108443312141595,0.173790249562349,43.3734179172531
2016-01-18,2,12.4,0.93,0.0309571124490144,0.0679372177310041,0.101125918810794,24.5391151140055
2016-01-18,2,15.5,1.01,0.0484426251180224,0.0857046262833181,0.132377790165522,33.2664547287191
2016-01-18,2,17,1.07,0.0595679878198453,0.0974582403846486,0.153625611101508,39.0451925415601
2016-01-18,2,11.7,0.655,0.0204361290768959,0.0406949016102265,0.0559170688556442,14.0551383002455
2016-01-18,2,14.7,0.86,0.038316965382911,0.0668078879574452,0.099245431152109,25.2088281576172
2016-01-18,2,17.5,1.36,0.0777307863978602,0.137592197117479,0.228880220513514,56.6607910520533
2016-01-18,2,18.3,1.05,0.0662292785776819,0.0987701864945025,0.15605895283312,40.3746270425557
2016-01-18,2,18.2,1.19,0.0735216333089112,0.116955432342751,0.189716306313872,48.2070276518023
2016-01-18,2,14,1.03,0.0416000336998212,0.0833936146282388,0.128214839500317,31.4665793033218
2016-01-18,2,20,1.14,0.0827817976703152,0.115945174621778,0.187886375807815,48.9637608036642
2016-01-18,2,16.5,1.165,0.0612183621278935,0.1078072692371,0.172612731777589,43.104401161724
